Currency HolidaysCurrency= CNH,Year= 2024Year,Month,Day,Name
2024,JAN,01,New Year
2024,FEB,09,Chinese New Year Eve
2024,FEB,10,Chinese New Year
2024,FEB,11,Chinese New Year
2024,FEB,12,Chinese New Year
2024,FEB,13,Chinese New Year
2024,FEB,14,Chinese New Year
2024,FEB,15,Chinese New Year
2024,MAR,29,Good Friday
2024,APR,01,Easter Monday
2024,APR,04,Tomb Sweeping Day
2024,APR,29,May Day Holiday [Bridge]
2024,APR,30,May Day Holiday [Bridge]
2024,MAY,01,May Day Holiday
2024,MAY,15,Buddha's Birthday
2024,JUN,10,Dragon Boat Festival
2024,JUL,01,SAR Establishment Day
2024,SEP,16,Mid Autumn Festival [Bridge]
2024,SEP,17,Mid Autumn Festival
2024,SEP,18,Mid Autumn [Estimated]
2024,OCT,01,National Holiday
2024,OCT,02,National Holiday
2024,OCT,03,National Holiday
2024,OCT,04,National Holiday
2024,OCT,05,National Holiday
2024,OCT,06,National Holiday
2024,OCT,07,National Holiday
2024,OCT,11,Chung Yeung
2024,DEC,25,Christmas
2024,DEC,26,Christmas
