Currency HolidaysCurrency= VEF,Year= 2011Year,Month,Day,Name
2011,JAN,01,New Year
2011,JAN,10,Mon after Epiphany
2011,MAR,07,Carnival
2011,MAR,08,Carnival
2011,MAR,19,St. Joseph's Day
2011,APR,19,Independence Declaration
2011,APR,21,Maundy Thursday
2011,APR,22,Good Friday
2011,MAY,01,Labour Day
2011,JUN,06,Mon after Ascension
2011,JUN,24,Batalla de Carabobo
2011,JUN,27,Mon after Corpus Christi
2011,JUL,04,Mon after St. Peter & St. Paul Day
2011,JUL,05,Independence Day
2011,JUL,24,Simon Bolivar
2011,AUG,15,Assumption
2011,OCT,12,Columbus Day
2011,NOV,07,Mon after All Saint's Day
2011,DEC,12,Immaculate Conception
2011,DEC,25,Christmas
